nome,idade,anos_pm,fase,sinalizador_ingressante,pedra,inde,iaa,ieg,ips,ida,ipp,ipv,ian,defasagem,sexo,corraca,bolsista_encoded,ponto_virada_encoded,pedra_encoded,fase_ideal,rec_equipe_1_resultado,rec_equipe_2_resultado,rec_equipe_3_resultado,rec_equipe_4_resultado,rec_equipe_1_resultado_encoded,rec_equipe_2_resultado_encoded,rec_equipe_3_resultado_encoded,rec_equipe_4_resultado_encoded,rec_sintese
ALUNO-468,11.0,3.0,2,Ingressante,Ágata,6.583,7.0,6.3,7.5,3.6,7.7,7.0,10.0,0.0,F,P,0,0,2,2.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-469,13.0,5.0,4,Veterano,Ágata,6.759,6.3,6.7,7.5,6.4,7.3,5.2,10.0,1.0,M,A,1,0,2,3.0,Positivo,Positivo,Positivo,Neutro,1.0,1.0,1.0,0.0,1.0
ALUNO-474,11.0,2.0,2,Veterano,Ametista,7.215,9.0,7.5,7.5,4.6,7.1,7.2,10.0,0.0,M,R,0,0,3,2.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-477,13.0,2.0,2,Veterano,Quartzo,5.185,0.0,5.8,7.5,4.3,7.3,5.9,5.0,-1.0,F,P,0,0,1,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-482,13.0,5.0,2,Veterano,Topázio,9.021,10.0,10.0,7.5,9.1,9.8,9.8,5.0,-1.0,F,B,1,1,4,3.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-483,12.0,3.0,2,Veterano,Ametista,7.644,9.5,8.3,5.0,8.1,7.9,8.1,5.0,-1.0,F,B,1,0,3,3.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-485,14.0,0.0,3,Ingressante,Ágata,6.387,7.1,6.1,7.5,5.0,7.3,7.4,5.0,-1.0,M,P,0,0,2,4.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-486,13.0,2.0,2,Ingressante,Quartzo,5.511,0.0,6.3,7.5,6.0,6.7,5.7,5.0,-1.0,M,B,0,0,1,3.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-487,9.0,2.0,0,Veterano,Ametista,7.440,10.0,6.7,7.5,7.1,7.8,8.3,5.0,-1.0,M,R,0,0,3,1.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-488,14.0,2.0,3,Veterano,Ágata,5.539,8.3,5.3,7.5,3.0,7.1,5.5,5.0,-1.0,F,R,0,0,2,4.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-490,15.0,5.0,4,Ingressante,Ametista,7.044,8.8,7.8,6.9,6.5,7.3,7.0,5.0,-2.0,M,R,1,0,3,6.0,Positivo,Positivo,Positivo,Neutro,1.0,1.0,1.0,0.0,1.0
ALUNO-494,11.0,0.0,1,Ingressante,Topázio,8.268,9.5,9.2,7.5,7.2,8.8,9.6,5.0,-1.0,F,R,0,1,4,2.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-496,12.0,3.0,4,Ingressante,Ametista,7.895,9.6,6.7,7.5,7.5,8.3,7.7,10.0,1.0,F,B,1,0,3,3.0,Positivo,Positivo,Positivo,Neutro,1.0,1.0,1.0,0.0,1.0
ALUNO-497,13.0,0.0,2,Ingressante,Ametista,7.599,9.0,8.3,7.5,6.6,8.1,8.2,5.0,-1.0,F,B,0,0,3,3.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-498,13.0,0.0,3,Ingressante,Ágata,5.735,9.6,3.9,5.0,3.8,7.3,5.1,10.0,0.0,M,B,0,0,2,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-499,12.0,4.0,2,Veterano,Ametista,7.497,9.0,7.1,7.5,7.1,7.5,8.8,5.0,-1.0,F,R,1,0,3,3.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-500,17.0,2.0,7,Veterano,Ametista,7.878,9.2,8.9,5.6,6.4,8.1,7.6,10.0,0.0,M,R,1,0,3,7.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-502,14.0,3.0,4,Veterano,Ágata,6.853,10.0,4.7,7.5,3.9,8.8,7.5,10.0,0.0,M,B,0,0,2,4.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-503,9.0,1.0,0,Ingressante,Ametista,8.008,9.5,10.0,7.5,6.9,7.5,8.4,5.0,-1.0,M,R,0,0,3,1.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-506,8.0,1.0,0,Veterano,Quartzo,3.06,7.4,0.0,5.0,4.1,0.0,0.0,10.0,0.0,M,B,0,1,1,0.0,,,,,,,,,
ALUNO-507,14.0,5.0,4,Veterano,Ágata,5.580,9.6,3.9,5.0,2.8,7.2,5.3,10.0,0.0,F,B,0,0,2,4.0,Positivo,Neutro,Neutro,Neutro,1.0,0.0,0.0,0.0,0.0
ALUNO-511,9.0,0.0,0,Ingressante,Ametista,7.296,7.5,8.3,7.5,6.6,7.5,7.8,5.0,-1.0,M,B,0,0,3,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-512,15.0,2.0,4,Veterano,Ametista,7.972,8.3,8.6,7.5,7.0,8.8,9.5,5.0,-1.0,M,R,1,1,3,5.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-513,10.0,1.0,1,Veterano,Ametista,7.285,8.5,7.5,7.5,6.1,7.7,8.4,5.0,-1.0,F,R,0,0,3,2.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-518,17.0,2.0,7,Veterano,Ametista,7.971,9.6,6.7,7.5,7.9,8.1,7.7,10.0,0.0,F,B,1,0,3,7.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-520,11.0,3.0,3,Veterano,Topázio,8.414,7.9,9.7,5.6,7.2,9.0,8.9,10.0,1.0,M,A,1,0,4,2.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-521,11.0,3.0,2,Veterano,Ametista,7.254,9.5,4.6,7.5,5.3,8.5,8.7,10.0,0.0,F,R,0,0,3,2.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-522,12.0,3.0,2,Veterano,Ágata,5.868,8.5,4.2,7.5,3.8,7.5,7.1,5.0,-1.0,M,B,0,0,2,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-523,13.0,0.0,3,Ingressante,Ametista,7.082,7.9,5.6,7.5,6.4,6.9,7.3,10.0,0.0,M,R,0,0,3,3.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-524,10.0,1.0,1,Veterano,Topázio,8.494,9.5,9.2,7.5,8.4,8.8,9.6,5.0,-1.0,M,R,0,1,4,2.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-526,11.0,0.0,1,Ingressante,Ametista,7.626,8.5,8.8,7.5,7.8,7.7,7.3,5.0,-1.0,F,R,0,0,3,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-527,17.0,4.0,6,Veterano,Ametista,7.620,9.2,7.2,7.5,7.1,8.6,8.7,5.0,-1.0,F,P,1,0,3,7.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-529,11.0,0.0,1,Ingressante,Ametista,8.090,8.0,9.6,7.5,8.0,8.1,8.6,5.0,-1.0,M,P,0,0,3,2.0,Neutro,Neutro,Positivo,,0.0,0.0,1.0,,0.0
ALUNO-531,17.0,2.0,5,Veterano,Ametista,7.223,8.8,8.3,7.5,5.7,7.8,7.5,5.0,-2.0,F,R,0,0,3,7.0,Positivo,Positivo,Positivo,Neutro,1.0,1.0,1.0,0.0,1.0
ALUNO-533,14.0,2.0,3,Veterano,Ágata,5.956,9.2,5.3,7.5,4.9,7.8,4.9,5.0,-1.0,F,R,0,0,2,4.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-536,11.0,0.0,1,Ingressante,Quartzo,4.586,8.0,1.7,7.5,3.1,6.7,4.6,5.0,-1.0,M,R,0,0,1,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-537,9.0,0.0,0,Ingressante,Quartzo,4.808,6.3,4.2,7.5,3.4,5.0,4.6,5.0,-1.0,M,B,0,0,1,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-538,13.0,0.0,2,Ingressante,Quartzo,4.824,9.0,5.0,5.0,1.1,5.2,5.9,5.0,-1.0,M,R,0,0,1,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-540,13.0,3.0,2,Veterano,Ágata,6.078,8.5,5.4,7.5,4.5,7.5,6.2,5.0,-1.0,M,B,0,0,2,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-541,14.0,2.0,4,Veterano,Ametista,7.835,9.2,6.9,7.5,6.8,8.1,8.0,10.0,0.0,F,B,1,0,3,4.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-542,11.0,0.0,0,Ingressante,Ametista,7.565,8.0,8.3,7.5,7.0,7.8,8.3,5.0,-2.0,F,R,0,0,3,2.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-544,13.0,2.0,2,Veterano,Ametista,7.292,9.0,7.9,6.3,6.7,8.1,7.7,5.0,-1.0,M,R,0,0,3,3.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-546,19.0,3.0,6,Veterano,Ágata,5.728,10.0,7.2,2.5,4.0,4.6,6.3,5.0,-2.0,M,R,0,0,2,8.0,,Neutro,Neutro,Neutro,,0.0,0.0,0.0,0.0
ALUNO-547,15.0,3.0,4,Veterano,Ágata,6.800,7.5,6.4,6.3,7.1,8.0,7.1,5.0,-1.0,F,R,0,0,2,5.0,Positivo,Neutro,Positivo,Positivo,1.0,0.0,1.0,1.0,1.0
ALUNO-548,8.0,0.0,0,Ingressante,Topázio,8.431,9.5,10.0,7.5,5.3,7.8,9.5,10.0,0.0,F,R,0,1,4,0.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-550,9.0,0.0,0,Ingressante,Ametista,7.873,10.0,8.3,7.5,6.9,7.2,9.3,5.0,-1.0,M,R,0,1,3,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-555,11.0,2.0,2,Veterano,Topázio,8.489,7.4,10.0,8.1,6.6,8.5,8.8,10.0,0.0,F,B,0,0,4,2.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-557,13.0,3.0,2,Veterano,Ametista,7.543,9.0,8.3,6.9,5.9,8.1,8.9,5.0,-1.0,M,P,0,0,3,3.0,Neutro,Positivo,Positivo,,0.0,1.0,1.0,,1.0
ALUNO-560,11.0,2.0,2,Veterano,Ágata,6.489,9.5,4.6,7.5,3.2,8.1,7.1,10.0,0.0,M,R,0,0,2,2.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-561,14.0,2.0,3,Veterano,Quartzo,4.740,7.9,1.1,7.5,4.0,6.9,4.9,5.0,-2.0,F,B,0,0,1,5.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-562,10.0,2.0,2,Veterano,Topázio,8.418,7.5,7.9,7.5,9.2,8.8,8.1,10.0,0.0,M,B,1,0,4,2.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-563,9.0,0.0,0,Ingressante,Topázio,8.371,9.5,10.0,7.5,7.1,8.1,9.7,5.0,-1.0,F,R,0,1,4,1.0,Positivo,Positivo,,,1.0,1.0,,,1.0
ALUNO-564,14.0,2.0,4,Ingressante,Ágata,5.755,10.0,3.9,7.5,2.8,7.2,4.8,10.0,0.0,M,R,0,0,2,4.0,Neutro,Neutro,Positivo,Neutro,0.0,0.0,1.0,0.0,0.0
ALUNO-565,9.0,0.0,1,Ingressante,Topázio,8.385,10.0,8.8,7.5,5.8,8.1,9.6,10.0,0.0,F,B,0,1,4,1.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-566,15.0,0.0,5,Ingressante,Ametista,8.133,8.8,7.8,7.5,7.9,8.4,7.6,10.0,0.0,M,R,0,0,3,5.0,Positivo,Neutro,Positivo,Positivo,1.0,0.0,1.0,1.0,1.0
ALUNO-567,8.0,0.0,0,Ingressante,Ágata,6.885,8.0,5.8,7.5,5.0,7.2,7.3,10.0,0.0,M,B,0,0,2,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-569,9.0,1.0,1,Ingressante,Topázio,8.644,10.0,10.0,7.5,7.0,7.5,8.7,10.0,0.0,M,B,0,0,4,1.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-570,12.0,2.0,1,Veterano,Quartzo,5.049,9.5,3.3,7.5,2.0,7.7,5.1,5.0,-2.0,M,R,0,0,1,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-571,14.0,0.0,3,Ingressante,Ametista,7.246,6.7,7.2,7.5,7.6,7.7,7.9,5.0,-1.0,F,R,0,0,3,4.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-572,8.0,0.0,0,Ingressante,Topázio,8.681,7.5,10.0,7.5,6.7,8.4,10.0,10.0,0.0,M,R,0,1,4,0.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-574,17.0,2.0,6,Veterano,Ametista,7.336,8.8,8.6,7.5,5.7,8.0,7.8,5.0,-1.0,M,R,0,0,3,7.0,Neutro,Positivo,Positivo,Positivo,0.0,1.0,1.0,1.0,1.0
ALUNO-578,8.0,0.0,0,Ingressante,Ametista,7.490,8.5,6.7,7.5,5.2,7.2,9.0,10.0,0.0,F,B,0,1,3,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-579,11.0,4.0,2,Veterano,Ametista,7.332,8.5,6.3,7.5,5.4,7.5,8.2,10.0,0.0,F,B,0,0,3,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-583,15.0,2.0,4,Veterano,Ágata,6.535,6.7,5.6,7.5,5.8,7.7,7.9,5.0,-1.0,F,R,0,0,2,5.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-584,11.0,0.0,1,Ingressante,Ametista,7.039,9.0,8.8,7.5,2.7,8.1,8.9,5.0,-1.0,M,B,0,0,3,2.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-585,16.0,3.0,2,Veterano,Quartzo,2.735,0.0,1.3,4.4,0.4,6.6,5.3,2.5,-3.0,F,B,0,0,1,5.0,Neutro,,Neutro,,0.0,,0.0,,0.0
ALUNO-586,11.0,1.0,1,Veterano,Ametista,8.019,8.5,9.6,7.5,7.1,8.1,8.9,5.0,-1.0,F,B,0,0,3,2.0,Neutro,Neutro,Positivo,,0.0,0.0,1.0,,0.0
ALUNO-588,9.0,2.0,1,Veterano,Topázio,8.881,10.0,9.6,7.5,7.8,8.8,8.9,10.0,0.0,F,B,0,0,4,1.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-589,12.0,2.0,1,Veterano,Ametista,7.413,7.4,8.3,7.5,6.4,8.1,8.3,5.0,-2.0,M,P,0,0,3,3.0,Neutro,Positivo,Positivo,,0.0,1.0,1.0,,1.0
ALUNO-594,12.0,1.0,1,Veterano,Ametista,7.476,9.5,9.2,7.5,4.8,7.9,8.4,5.0,-2.0,M,B,0,0,3,3.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-595,8.0,0.0,0,Ingressante,Topázio,8.806,9.5,10.0,7.5,6.9,7.8,9.8,10.0,0.0,M,R,0,1,4,0.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-596,11.0,0.0,1,Ingressante,Ágata,6.374,10.0,6.7,7.5,3.0,8.1,6.9,5.0,-1.0,M,R,0,0,2,2.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-602,12.0,2.0,1,Ingressante,Quartzo,4.940,0.0,4.6,7.5,2.3,8.4,7.3,5.0,-2.0,F,B,0,0,1,3.0,Neutro,,Neutro,,0.0,,0.0,,0.0
ALUNO-603,14.0,3.0,1,Veterano,Ágata,5.787,0.0,9.2,3.1,3.3,8.1,8.3,5.0,-2.0,M,B,0,0,2,3.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-608,15.0,4.0,4,Veterano,Ametista,7.310,7.1,7.2,5.0,8.5,7.7,8.5,5.0,-1.0,M,B,0,0,3,5.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-610,16.0,0.0,5,Ingressante,Ametista,6.913,8.8,6.4,7.5,5.8,8.4,7.5,5.0,-1.0,M,R,0,0,3,6.0,Positivo,Positivo,Positivo,Neutro,1.0,1.0,1.0,0.0,1.0
ALUNO-613,12.0,3.0,1,Veterano,Ametista,7.196,9.5,9.2,3.1,5.5,8.3,8.3,5.0,-1.0,F,B,0,0,3,2.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-615,9.0,2.0,1,Veterano,Topázio,8.358,9.0,8.8,7.5,7.4,7.5,8.7,10.0,0.0,F,B,0,0,4,1.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-617,8.0,0.0,0,Ingressante,Topázio,8.583,9.0,10.0,7.5,5.9,8.1,9.7,10.0,0.0,M,B,0,1,4,0.0,Positivo,Positivo,,,1.0,1.0,,,1.0
ALUNO-619,11.0,2.0,2,Veterano,Ágata,6.682,7.9,5.0,7.5,4.6,7.7,7.2,10.0,0.0,F,P,0,0,2,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-620,11.0,0.0,1,Ingressante,Quartzo,2.942,0.0,1.3,7.5,0.0,6.3,4.1,5.0,-1.0,M,B,0,0,1,2.0,Neutro,,Neutro,,0.0,,0.0,,0.0
ALUNO-622,13.0,3.0,3,Veterano,Quartzo,5.193,10.0,3.6,7.5,0.7,6.9,4.5,10.0,0.0,F,B,0,0,1,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-624,16.0,2.0,3,Veterano,Ágata,5.742,7.1,5.0,7.5,5.1,7.1,6.5,2.5,-3.0,F,B,0,0,2,6.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-627,9.0,0.0,0,Ingressante,Ametista,7.442,8.0,8.3,7.5,6.9,7.5,8.0,5.0,-1.0,M,B,0,0,3,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-628,11.0,0.0,0,Ingressante,Ametista,7.438,9.0,8.3,7.5,5.9,7.5,8.4,5.0,-2.0,M,B,0,0,3,2.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-632,11.0,0.0,0,Ingressante,Ágata,5.888,9.0,5.0,7.5,3.4,7.5,6.5,5.0,-2.0,M,R,0,0,2,2.0,Neutro,,,,0.0,,,,0.0
ALUNO-634,13.0,3.0,1,Veterano,Quartzo,3.754,6.3,2.1,6.3,2.4,4.4,3.3,5.0,-2.0,M,B,1,0,1,3.0,,Neutro,Neutro,,,0.0,0.0,,0.0
ALUNO-635,16.0,4.0,5,Veterano,Quartzo,4.494,4.6,3.3,5.0,4.8,5.9,4.0,5.0,-1.0,M,B,0,0,1,6.0,Neutro,Neutro,Positivo,Neutro,0.0,0.0,1.0,0.0,0.0
ALUNO-638,14.0,2.0,2,Veterano,Ágata,6.783,8.5,6.3,6.9,6.1,7.5,7.7,5.0,-2.0,F,R,0,0,2,4.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-642,10.0,2.0,1,Veterano,Ametista,7.082,8.5,7.5,6.3,6.4,6.9,8.2,5.0,-1.0,F,P,0,0,3,2.0,Negativo,Neutro,Positivo,,-1.0,0.0,1.0,,-1.0
ALUNO-644,11.0,3.0,2,Veterano,Topázio,9.163,10.0,10.0,5.0,9.4,8.5,9.7,10.0,0.0,F,B,1,1,4,2.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-645,9.0,1.0,0,Veterano,Ágata,6.633,10.0,6.7,7.5,5.3,7.5,6.2,5.0,-1.0,F,P,0,0,2,1.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-646,12.0,2.0,2,Veterano,Ametista,7.396,9.0,7.9,7.5,6.6,7.7,7.8,5.0,-1.0,F,R,0,0,3,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-647,12.0,3.0,2,Veterano,Quartzo,3.868,9.5,1.7,5.0,0.0,7.3,4.3,5.0,-1.0,F,B,0,0,1,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-653,8.0,0.0,0,Ingressante,Ametista,6.942,9.0,5.8,7.5,4.9,7.5,7.0,10.0,0.0,F,R,0,0,3,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-657,12.0,2.0,2,Veterano,Ametista,8.046,9.5,6.3,7.5,8.5,9.0,10.0,5.0,-1.0,M,B,0,1,3,3.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-658,9.0,0.0,0,Ingressante,Ágata,5.615,9.5,4.2,7.5,2.8,7.8,6.2,5.0,-1.0,M,R,0,0,2,1.0,Neutro,Positivo,,,0.0,1.0,,,0.0
ALUNO-659,12.0,2.0,3,Veterano,Quartzo,5.348,8.3,3.6,7.5,1.3,7.8,5.1,10.0,0.0,M,R,0,0,1,3.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-660,17.0,0.0,5,Ingressante,Quartzo,5.336,8.3,4.7,0.0,5.3,7.9,6.0,5.0,-2.0,F,R,0,0,1,7.0,Positivo,Neutro,Positivo,,1.0,0.0,1.0,,1.0
ALUNO-663,11.0,3.0,2,Veterano,Quartzo,5.479,7.8,2.9,7.5,3.3,6.7,5.2,10.0,0.0,M,P,0,0,1,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-664,16.0,2.0,5,Veterano,Topázio,8.681,10.0,8.6,7.5,9.3,8.8,9.9,5.0,-1.0,M,B,1,1,4,6.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-668,11.0,1.0,2,Veterano,Ágata,6.722,8.0,5.8,7.5,4.5,7.5,6.8,10.0,0.0,F,R,0,0,2,2.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-670,17.0,1.0,6,Veterano,Ametista,7.872,7.9,7.5,7.5,7.9,9.2,9.2,5.0,-1.0,M,P,1,1,3,7.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-671,11.0,3.0,1,Veterano,Ametista,7.963,9.0,9.6,6.3,7.4,8.3,8.5,5.0,-1.0,F,B,0,0,3,2.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-672,10.0,3.0,1,Veterano,Quartzo,5.411,9.5,3.3,7.5,2.3,7.7,6.6,5.0,-1.0,F,B,0,0,1,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-675,15.0,0.0,5,Ingressante,Quartzo,4.600,8.3,2.8,7.5,0.0,7.5,3.6,10.0,0.0,F,R,0,0,1,5.0,Neutro,Neutro,Positivo,,0.0,0.0,1.0,,0.0
ALUNO-681,14.0,3.0,2,Veterano,Ágata,6.842,8.5,6.3,6.9,6.6,7.3,7.5,5.0,-2.0,F,B,0,0,2,4.0,Neutro,Positivo,Positivo,,0.0,1.0,1.0,,1.0
ALUNO-682,11.0,1.0,1,Veterano,Ametista,8.040,8.0,9.6,7.5,7.3,8.1,9.1,5.0,-1.0,M,R,0,1,3,2.0,Neutro,Positivo,Positivo,,0.0,1.0,1.0,,1.0
ALUNO-685,9.0,2.0,0,Veterano,Ágata,6.048,8.5,5.0,6.3,4.7,7.2,7.1,5.0,-1.0,M,B,0,0,2,1.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-686,12.0,3.0,0,Veterano,Ametista,6.917,9.5,5.8,7.5,6.5,7.5,7.5,5.0,-2.0,F,R,0,0,3,2.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-687,15.0,0.0,3,Ingressante,Quartzo,5.101,6.7,5.0,7.5,2.0,7.3,5.3,5.0,-2.0,M,B,0,0,1,5.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-688,18.0,3.0,7,Veterano,Ametista,7.738,8.3,9.7,5.6,8.3,7.8,7.3,5.0,-1.0,F,R,0,0,3,8.0,Neutro,Positivo,Positivo,Positivo,0.0,1.0,1.0,1.0,1.0
ALUNO-689,12.0,4.0,2,Veterano,Ametista,7.908,8.5,9.2,7.5,7.9,7.5,8.3,5.0,-1.0,F,B,1,0,3,3.0,Positivo,Neutro,Positivo,,1.0,0.0,1.0,,1.0
ALUNO-690,9.0,0.0,0,Ingressante,Ágata,6.042,9.0,8.3,0.0,4.9,7.5,6.2,5.0,-1.0,F,A,0,0,2,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-693,9.0,1.0,0,Veterano,Ágata,6.675,8.5,5.0,7.5,5.9,7.5,8.3,5.0,-1.0,F,B,0,0,2,1.0,Positivo,Neutro,,,1.0,0.0,,,1.0
