nome,idade,anos_pm,fase,sinalizador_ingressante,pedra,inde,iaa,ieg,ips,ida,ipp,ipv,ian,defasagem,sexo,corraca,bolsista_encoded,ponto_virada_encoded,pedra_encoded,fase_ideal,rec_equipe_1_resultado,rec_equipe_2_resultado,rec_equipe_3_resultado,rec_equipe_4_resultado,rec_equipe_1_resultado_encoded,rec_equipe_2_resultado_encoded,rec_equipe_3_resultado_encoded,rec_equipe_4_resultado_encoded,rec_sintese
ALUNO-902,9.0,2.0,0,Veterano,Ametista,7.273,8.5,10.0,7.5,5.4,7.8,6.6,5.0,-1.0,M,B,0,0,3,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-903,9.0,1.0,1,Ingressante,Topázio,9.069,9.0,10.0,7.5,8.3,8.1,9.7,10.0,0.0,M,R,1,1,4,1.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-904,14.0,1.0,4,Veterano,Ametista,7.144,9.2,5.6,7.5,5.9,7.5,7.2,10.0,0.0,F,B,0,0,3,4.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-905,9.0,0.0,0,Ingressante,Ágata,6.133,9.5,5.8,7.5,3.5,7.5,6.6,5.0,-1.0,M,R,0,0,2,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-906,17.0,4.0,5,Veterano,Topázio,8.632,9.6,9.2,7.5,6.8,7.7,9.9,10.0,0.0,F,R,1,1,4,5.0,Positivo,Positivo,Positivo,Neutro,1.0,1.0,1.0,0.0,1.0
ALUNO-907,10.0,1.0,2,Veterano,Quartzo,5.364,0.0,3.8,7.5,3.1,7.3,7.6,10.0,0.0,F,B,0,0,1,2.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-909,13.0,2.0,2,Veterano,Ágata,6.082,9.5,5.4,7.5,3.1,7.3,7.2,5.0,-1.0,M,R,0,0,2,3.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-910,17.0,5.0,6,Veterano,Ágata,6.772,8.8,7.8,7.5,5.0,7.5,6.7,5.0,-1.0,F,R,0,0,2,7.0,Neutro,Positivo,Positivo,Positivo,0.0,1.0,1.0,1.0,1.0
ALUNO-911,16.0,2.0,4,Veterano,Ágata,6.239,6.7,6.9,5.0,5.1,7.5,7.0,5.0,-2.0,F,B,0,0,2,6.0,Positivo,Neutro,Positivo,Neutro,1.0,0.0,1.0,0.0,1.0
ALUNO-914,13.0,0.0,2,Ingressante,Quartzo,5.061,0.0,2.9,7.5,4.6,7.7,7.7,5.0,-1.0,M,B,0,0,1,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-916,14.0,4.0,4,Veterano,Topázio,8.866,8.3,9.7,7.5,7.8,9.2,9.3,10.0,0.0,F,R,1,1,4,4.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-919,16.0,1.0,6,Veterano,Ágata,6.517,7.5,3.9,7.5,5.5,7.8,6.8,10.0,0.0,F,R,0,0,2,6.0,Neutro,Positivo,Positivo,Positivo,0.0,1.0,1.0,1.0,1.0
ALUNO-922,11.0,2.0,2,Veterano,Ametista,7.475,8.5,6.7,6.3,5.6,8.5,8.5,10.0,0.0,F,P,0,0,3,2.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-923,9.0,1.0,0,Veterano,Ágata,5.910,8.0,8.3,5.0,3.9,6.6,5.0,5.0,-1.0,F,R,0,0,2,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-926,13.0,3.0,2,Veterano,Ametista,7.219,9.0,7.9,5.0,6.9,7.5,8.1,5.0,-1.0,M,P,0,0,3,3.0,Neutro,Positivo,Positivo,,0.0,1.0,1.0,,1.0
ALUNO-927,10.0,1.0,1,Veterano,Ametista,7.247,7.4,8.8,7.5,4.7,8.1,8.8,5.0,-1.0,M,R,0,0,3,2.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-930,16.0,2.0,5,Veterano,Topázio,8.355,10.0,8.3,7.5,9.0,8.0,9.3,5.0,-1.0,M,B,1,1,4,6.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-931,10.0,2.0,1,Veterano,Ametista,7.757,8.5,9.6,6.9,6.6,8.3,8.2,5.0,-1.0,M,B,0,0,3,2.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-932,13.0,4.0,3,Veterano,Ametista,7.289,10.0,5.8,7.5,6.4,7.1,6.9,10.0,0.0,M,B,0,0,3,3.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-937,11.0,3.0,2,Ingressante,Topázio,8.581,10.0,8.3,7.5,8.3,8.1,8.4,10.0,0.0,F,B,0,0,4,2.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-938,14.0,5.0,3,Veterano,Ágata,6.883,8.8,7.5,6.3,6.0,7.9,7.0,5.0,-1.0,F,B,1,0,2,4.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-939,14.0,0.0,3,Ingressante,Ágata,6.469,9.2,5.0,4.4,7.4,9.1,6.2,5.0,-1.0,M,R,0,0,2,4.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-940,10.0,2.0,1,Veterano,Ágata,6.557,8.5,8.3,7.5,2.9,7.9,7.1,5.0,-1.0,F,B,0,0,2,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-944,15.0,4.0,3,Veterano,Quartzo,4.625,9.2,4.7,5.6,1.3,7.3,3.6,5.0,-2.0,M,B,0,0,1,5.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-945,15.0,0.0,3,Ingressante,Ametista,7.747,8.8,6.4,7.5,9.0,8.3,8.6,5.0,-2.0,F,R,0,0,3,5.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-946,13.0,0.0,3,Ingressante,Ametista,7.542,7.9,6.1,7.5,7.1,7.5,8.1,10.0,0.0,F,B,0,0,3,3.0,Positivo,Neutro,Positivo,,1.0,0.0,1.0,,1.0
ALUNO-947,11.0,0.0,1,Ingressante,Ametista,7.310,8.5,8.8,7.5,5.1,8.1,8.1,5.0,-1.0,M,B,0,0,3,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-948,14.0,3.0,3,Veterano,Ametista,6.908,8.3,6.4,7.5,6.2,7.5,7.8,5.0,-1.0,F,B,0,0,3,4.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-951,17.0,1.0,6,Veterano,Ametista,7.233,8.3,7.2,7.5,7.0,8.0,7.6,5.0,-1.0,M,R,1,0,3,7.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-956,8.0,0.0,0,Ingressante,Ametista,7.604,9.0,7.5,7.5,5.9,7.5,7.6,10.0,0.0,M,B,0,0,3,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-957,11.0,2.0,2,Veterano,Ametista,7.440,7.5,7.5,7.5,5.3,8.1,7.9,10.0,0.0,F,R,1,0,3,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-958,16.0,3.0,4,Ingressante,Ametista,7.494,7.1,8.1,6.9,7.6,8.1,8.3,5.0,-2.0,M,R,1,0,3,6.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-959,11.0,0.0,1,Ingressante,Ametista,8.064,9.0,10.0,7.5,6.1,8.1,9.4,5.0,-1.0,M,P,0,1,3,2.0,Positivo,Neutro,Positivo,,1.0,0.0,1.0,,1.0
ALUNO-961,10.0,2.0,2,Veterano,Ametista,7.261,9.5,7.5,6.3,4.2,7.7,7.9,10.0,0.0,F,R,1,0,3,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-963,11.0,0.0,1,Ingressante,Ametista,7.885,7.0,9.6,7.5,7.3,8.1,8.8,5.0,-1.0,F,R,0,0,3,2.0,Neutro,Neutro,Positivo,,0.0,0.0,1.0,,0.0
ALUNO-964,12.0,1.0,2,Ingressante,Ágata,6.029,0.0,5.4,7.5,6.3,8.3,8.0,5.0,-1.0,F,B,0,0,2,3.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-965,13.0,3.0,3,Veterano,Ametista,7.239,8.8,6.1,7.5,5.0,7.5,8.2,10.0,0.0,M,R,0,0,3,3.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-966,11.0,0.0,0,Ingressante,Quartzo,3.300,8.0,0.0,7.5,0.0,2.5,5.0,5.0,-2.0,F,R,0,0,1,2.0,,Negativo,,,,-1.0,,,-1.0
ALUNO-969,11.0,0.0,0,Ingressante,Topázio,8.596,9.5,10.0,7.5,7.7,8.8,9.9,5.0,-2.0,F,R,0,1,4,2.0,Positivo,Neutro,,,1.0,0.0,,,1.0
ALUNO-972,9.0,0.0,0,Ingressante,Topázio,8.254,9.5,10.0,7.5,6.6,8.1,9.6,5.0,-1.0,M,B,0,1,4,1.0,Positivo,Positivo,,,1.0,1.0,,,1.0
ALUNO-973,10.0,2.0,1,Veterano,Ágata,5.933,6.3,7.9,6.3,2.7,6.9,6.8,5.0,-1.0,F,B,0,0,2,2.0,Negativo,Neutro,Neutro,,-1.0,0.0,0.0,,0.0
ALUNO-977,11.0,0.0,1,Ingressante,Ágata,6.249,9.0,7.1,7.5,5.4,5.8,5.1,5.0,-1.0,F,R,0,0,2,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-983,11.0,3.0,3,Veterano,Topázio,8.296,7.9,7.5,7.5,7.2,8.5,9.8,10.0,1.0,F,B,1,1,4,2.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-984,11.0,4.0,1,Veterano,Quartzo,4.081,9.5,0.4,7.5,1.1,7.2,4.3,5.0,-1.0,M,R,0,0,1,2.0,,Neutro,Neutro,,,0.0,0.0,,0.0
ALUNO-986,15.0,3.0,4,Veterano,Ágata,6.427,8.8,6.4,1.9,6.3,8.3,7.5,5.0,-1.0,M,B,0,0,2,5.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-987,8.0,0.0,0,Ingressante,Ametista,7.965,9.0,8.3,7.5,6.1,7.2,8.6,10.0,0.0,M,B,0,0,3,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-989,13.0,1.0,2,Veterano,Quartzo,5.207,0.0,3.3,7.5,5.8,7.5,6.9,5.0,-1.0,F,R,0,0,1,3.0,Neutro,Neutro,Positivo,,0.0,0.0,1.0,,0.0
ALUNO-991,11.0,2.0,2,Veterano,Ametista,7.107,9.0,5.4,7.5,5.2,7.9,7.7,10.0,0.0,F,B,0,0,3,2.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-993,15.0,3.0,5,Veterano,Ágata,6.050,5.4,3.6,5.0,6.6,7.0,6.3,10.0,0.0,F,R,1,0,2,5.0,Neutro,Positivo,Positivo,Neutro,0.0,1.0,1.0,0.0,0.0
ALUNO-994,12.0,2.0,2,Veterano,Ametista,7.604,9.5,7.5,7.5,7.4,7.5,8.3,5.0,-1.0,M,R,0,0,3,3.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-995,11.0,2.0,1,Veterano,Ágata,5.751,8.0,5.8,7.5,0.9,7.7,7.9,5.0,-1.0,M,B,0,0,2,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-996,11.0,3.0,2,Veterano,Ametista,6.892,9.0,5.8,7.5,5.6,7.3,6.2,10.0,0.0,F,B,1,0,3,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-997,10.0,2.0,2,Veterano,Topázio,8.767,8.5,10.0,5.0,8.6,7.9,9.5,10.0,0.0,M,B,1,1,4,2.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-999,13.0,3.0,3,Veterano,Ágata,6.858,7.9,6.1,4.4,6.4,6.9,7.2,10.0,0.0,F,R,1,0,2,3.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1001,8.0,0.0,0,Ingressante,Topázio,8.931,9.5,10.0,7.5,6.9,8.4,10.0,10.0,0.0,F,B,0,1,4,0.0,Positivo,Positivo,,,1.0,1.0,,,1.0
ALUNO-1002,15.0,1.0,3,Veterano,Ametista,7.693,8.8,8.3,7.5,7.5,7.7,8.1,5.0,-2.0,M,P,0,0,3,5.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1004,9.0,1.0,0,Veterano,Ametista,7.506,10.0,10.0,6.9,6.4,7.8,6.3,5.0,-2.0,M,B,0,0,3,2.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1007,12.0,2.0,2,Veterano,Quartzo,3.752,0.0,1.7,7.5,0.8,7.2,6.5,5.0,-1.0,F,B,0,0,1,3.0,Neutro,Positivo,,,0.0,1.0,,,0.0
ALUNO-1009,8.0,0.0,0,Ingressante,Ametista,7.400,7.0,10.0,7.5,6.3,2.5,7.2,10.0,0.0,M,R,0,0,3,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1010,10.0,2.0,1,Veterano,Ametista,7.449,8.0,10.0,7.5,5.2,7.5,8.1,5.0,-1.0,F,P,0,0,3,2.0,Positivo,Neutro,Positivo,,1.0,0.0,1.0,,1.0
ALUNO-1013,13.0,0.0,2,Ingressante,Ametista,7.292,9.0,7.9,7.5,6.1,8.1,7.7,5.0,-1.0,F,P,0,0,3,3.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-1014,11.0,2.0,1,Veterano,Ametista,7.636,9.0,8.3,7.5,6.3,8.1,8.7,5.0,-1.0,F,B,0,0,3,2.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-1015,13.0,3.0,3,Veterano,Topázio,8.475,9.6,8.9,7.5,6.9,7.9,9.1,10.0,0.0,F,R,1,1,4,3.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1016,13.0,2.0,2,Veterano,Quartzo,4.946,9.0,0.8,7.5,1.1,7.5,8.3,5.0,-1.0,M,R,0,0,1,3.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-1017,12.0,3.0,3,Veterano,Ametista,7.844,8.8,7.2,7.5,5.8,7.9,9.2,10.0,1.0,F,B,1,1,3,2.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1022,9.0,1.0,1,Veterano,Ametista,7.219,9.0,9.2,7.5,1.9,7.7,7.9,10.0,0.0,F,R,0,0,3,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1023,9.0,0.0,0,Ingressante,Ametista,7.896,9.0,10.0,7.5,5.8,7.5,9.2,5.0,-1.0,F,P,0,1,3,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1026,13.0,0.0,3,Ingressante,Ametista,7.008,9.6,6.1,7.5,5.6,7.1,6.2,10.0,0.0,M,R,0,0,3,3.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-1027,16.0,5.0,6,Veterano,Ágata,5.672,7.5,3.9,0.0,6.8,7.1,5.4,10.0,0.0,F,R,1,0,2,6.0,Neutro,Positivo,,Positivo,0.0,1.0,,1.0,1.0
ALUNO-1028,13.0,2.0,2,Veterano,Ametista,6.917,8.4,5.4,7.5,7.1,7.5,7.8,5.0,-1.0,F,R,0,0,3,3.0,Neutro,Neutro,Positivo,,0.0,0.0,1.0,,0.0
ALUNO-1029,11.0,2.0,2,Veterano,Topázio,8.782,9.0,7.9,7.5,8.4,9.2,9.7,10.0,0.0,F,B,0,1,4,2.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1031,9.0,1.0,1,Veterano,Topázio,8.863,9.5,10.0,7.5,8.1,7.5,9.0,10.0,0.0,M,B,0,1,4,1.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-1032,13.0,0.0,1,Ingressante,Ametista,7.451,10.0,8.3,7.5,5.1,8.5,8.3,5.0,-2.0,F,R,0,0,3,3.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-1034,12.0,2.0,2,Veterano,Ametista,7.679,8.0,9.2,7.5,5.8,8.3,9.0,5.0,-1.0,M,R,0,1,3,3.0,Neutro,Positivo,Positivo,,0.0,1.0,1.0,,1.0
ALUNO-1035,11.0,1.0,1,Veterano,Ametista,7.718,9.5,7.9,6.9,6.0,8.8,9.6,5.0,-1.0,M,R,0,1,3,2.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1038,14.0,0.0,4,Ingressante,Ágata,6.619,8.3,6.1,0.0,6.5,8.0,7.3,10.0,0.0,F,R,0,0,2,4.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-1043,8.0,0.0,0,Ingressante,Topázio,8.367,9.5,10.0,7.5,6.8,7.5,7.8,10.0,0.0,M,R,0,0,4,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1044,8.0,0.0,0,Ingressante,Topázio,8.250,9.0,10.0,7.5,5.5,7.5,8.8,10.0,0.0,M,B,0,0,4,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1049,11.0,0.0,1,Ingressante,Ametista,7.457,7.9,8.8,7.5,6.0,8.5,8.1,5.0,-1.0,M,B,0,0,3,2.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-1050,8.0,0.0,0,Ingressante,Topázio,8.788,10.0,10.0,7.5,6.9,7.5,9.5,10.0,0.0,F,P,0,1,4,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1051,13.0,2.0,3,Veterano,Quartzo,3.599,0.0,1.7,7.5,1.3,6.9,2.9,10.0,0.0,F,R,0,0,1,3.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1055,13.0,0.0,3,Ingressante,Ágata,6.421,7.5,4.7,5.0,4.7,7.7,7.6,10.0,0.0,F,R,0,0,2,3.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-1057,13.0,0.0,3,Ingressante,Ametista,7.494,8.3,5.6,7.5,5.8,8.3,9.0,10.0,0.0,M,R,0,1,3,3.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1063,9.0,0.0,0,Ingressante,Quartzo,4.900,9.5,0.0,7.5,2.3,7.5,7.5,5.0,-1.0,F,R,0,0,1,1.0,,Neutro,,,,0.0,,,0.0
ALUNO-1064,11.0,0.0,0,Ingressante,Ágata,6.817,10.0,10.0,0.0,6.3,5.0,7.8,5.0,-2.0,M,R,0,0,2,2.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1065,9.0,0.0,0,Ingressante,Ametista,8.000,9.5,10.0,7.5,7.0,7.5,8.3,5.0,-1.0,M,R,0,0,3,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1066,13.0,0.0,3,Ingressante,Ágata,6.540,6.7,4.7,7.5,5.8,7.3,6.5,10.0,0.0,F,B,0,0,2,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1067,10.0,3.0,1,Veterano,Topázio,8.544,9.5,10.0,7.5,8.1,8.8,9.2,5.0,-1.0,F,B,0,1,4,2.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1068,17.0,0.0,6,Ingressante,Ametista,7.501,9.2,8.6,7.5,6.8,8.1,7.2,5.0,-1.0,M,R,0,0,3,7.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-1070,11.0,2.0,1,Veterano,Ametista,7.758,9.5,9.6,7.5,5.4,8.3,8.7,5.0,-1.0,M,R,0,0,3,2.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1071,13.0,0.0,2,Ingressante,Ametista,7.194,9.5,7.1,7.5,5.7,7.3,8.6,5.0,-1.0,F,R,0,0,3,3.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-1072,13.0,1.0,3,Veterano,Ametista,7.033,9.2,5.3,7.5,4.6,7.5,8.2,10.0,0.0,F,B,0,0,3,3.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-1073,11.0,0.0,1,Ingressante,Ametista,6.914,8.5,8.3,7.5,5.4,7.5,6.6,5.0,-1.0,M,B,0,0,3,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1075,15.0,5.0,5,Veterano,Ametista,7.859,7.5,7.2,7.5,6.3,7.8,9.4,10.0,0.0,F,R,1,1,3,5.0,Positivo,Positivo,Positivo,Neutro,1.0,1.0,1.0,0.0,1.0
ALUNO-1078,12.0,2.0,2,Veterano,Quartzo,4.450,9.0,1.7,8.1,0.0,7.7,5.7,5.0,-1.0,F,R,0,0,1,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1083,14.0,0.0,2,Ingressante,Quartzo,3.498,0.0,2.9,5.0,0.0,7.8,5.7,5.0,-2.0,F,R,0,0,1,4.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1084,9.0,2.0,1,Veterano,Ametista,7.954,8.0,9.6,6.9,5.6,7.9,8.2,10.0,0.0,M,R,0,0,3,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1085,15.0,2.0,4,Ingressante,Ágata,6.234,8.8,7.5,7.5,3.9,7.3,5.5,5.0,-1.0,F,R,0,0,2,5.0,Positivo,Neutro,Positivo,Positivo,1.0,0.0,1.0,1.0,1.0
ALUNO-1086,11.0,0.0,0,Ingressante,Ametista,7.746,7.9,10.0,7.5,6.2,7.5,8.6,5.0,-2.0,M,B,0,0,3,2.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1087,12.0,3.0,2,Veterano,Ametista,7.329,8.5,8.8,7.5,5.0,8.1,8.3,5.0,-1.0,F,R,0,0,3,3.0,Neutro,Positivo,Positivo,,0.0,1.0,1.0,,1.0
ALUNO-1089,11.0,2.0,1,Veterano,Ágata,5.653,9.0,2.9,7.5,3.6,7.5,7.2,5.0,-1.0,M,R,0,0,2,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1090,11.0,3.0,1,Veterano,Ametista,7.179,8.5,8.8,7.5,3.7,7.9,9.0,5.0,-1.0,F,R,0,1,3,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1093,17.0,5.0,6,Veterano,Ametista,7.225,7.9,7.2,7.5,5.4,8.0,6.8,10.0,3.0,F,R,1,0,3,3.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-1095,8.0,2.0,1,Veterano,Topázio,9.294,10.0,9.2,8.1,8.9,9.2,9.7,10.0,1.0,F,B,0,1,4,0.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1096,13.0,0.0,3,Veterano,Topázio,8.814,10.0,8.9,7.5,7.5,8.3,9.7,10.0,0.0,M,R,1,1,4,3.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1098,8.0,0.0,0,Ingressante,Topázio,8.313,10.0,10.0,7.5,5.3,7.5,8.8,10.0,0.0,F,R,0,0,4,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-1099,9.0,0.0,1,Ingressante,Topázio,8.331,10.0,9.6,6.3,5.9,8.1,8.9,10.0,0.0,F,R,0,0,4,1.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-1103,14.0,5.0,2,Veterano,Quartzo,4.000,0.0,2.9,5.6,3.3,6.0,5.5,5.0,-2.0,F,R,0,0,1,4.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-1104,11.0,0.0,1,Ingressante,Ametista,6.889,9.5,7.9,7.5,3.6,7.9,7.9,5.0,-1.0,M,B,0,0,3,2.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-1105,12.0,5.0,2,Veterano,Ágata,6.621,9.5,6.3,6.3,5.5,7.3,7.3,5.0,-1.0,F,B,0,0,2,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1107,13.0,0.0,2,Ingressante,Ametista,8.217,10.0,9.6,7.5,8.0,7.5,8.5,5.0,-1.0,F,B,0,0,3,3.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-1110,11.0,2.0,2,Veterano,Ágata,6.871,9.0,5.4,7.5,5.1,6.5,7.3,10.0,0.0,F,B,0,0,2,2.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1112,17.0,3.0,7,Veterano,Ametista,7.242,8.3,7.2,6.3,6.5,7.8,6.3,10.0,0.0,F,B,1,0,3,7.0,Neutro,Positivo,Positivo,Positivo,0.0,1.0,1.0,1.0,1.0
ALUNO-1114,13.0,0.0,3,Ingressante,Ágata,6.376,7.5,4.4,7.5,6.5,6.9,5.0,10.0,0.0,M,B,0,0,2,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-1115,13.0,0.0,1,Ingressante,Quartzo,3.638,0.0,1.7,6.9,0.4,7.1,6.7,5.0,-2.0,M,R,0,0,1,3.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
